class,xmin,ymin,xwidth,ywidth,filename,height,width,xmax,ymax
Helmet,262,253,16,19,4421_jpg.rf.cb991d0d2f7dd140855516d5b1adad30.jpg,300,300,278,272
Helmet,170,254,18,25,4421_jpg.rf.cb991d0d2f7dd140855516d5b1adad30.jpg,300,300,188,279
Helmet,147,218,15,26,4421_jpg.rf.cb991d0d2f7dd140855516d5b1adad30.jpg,300,300,162,244
Helmet,132,178,22,25,4421_jpg.rf.cb991d0d2f7dd140855516d5b1adad30.jpg,300,300,154,203
Helmet,26,145,21,23,4421_jpg.rf.cb991d0d2f7dd140855516d5b1adad30.jpg,300,300,47,168
Helmet,18,98,27,33,4421_jpg.rf.cb991d0d2f7dd140855516d5b1adad30.jpg,300,300,45,131
Helmet,19,129,24,19,4421_jpg.rf.cb991d0d2f7dd140855516d5b1adad30.jpg,300,300,43,148
Mask,101,113,53,96,4422_jpg.rf.19a3354b7d970e2acb4c48a8873d3b98.jpg,300,300,154,209
Mask,133,96,60,110,4423_jpg.rf.752fc540441f285ec188a6fb016a718e.jpg,300,300,193,206
Mask,50,39,12,11,4424_jpg.rf.01853175162c21762ffe3c9d49f1469f.jpg,300,300,62,50
Mask,71,46,16,19,4424_jpg.rf.01853175162c21762ffe3c9d49f1469f.jpg,300,300,87,65
Mask,110,64,15,16,4424_jpg.rf.01853175162c21762ffe3c9d49f1469f.jpg,300,300,125,80
Mask,128,63,10,13,4424_jpg.rf.01853175162c21762ffe3c9d49f1469f.jpg,300,300,138,76
Mask,171,68,13,15,4424_jpg.rf.01853175162c21762ffe3c9d49f1469f.jpg,300,300,184,83
Mask,226,84,20,19,4424_jpg.rf.01853175162c21762ffe3c9d49f1469f.jpg,300,300,246,103
Mask,264,77,26,30,4424_jpg.rf.01853175162c21762ffe3c9d49f1469f.jpg,300,300,290,107
Mask,88,147,44,35,4425_jpg.rf.b5edbbf2a866262a4462a9b34b2f185c.jpg,300,300,132,182
None,39,35,25,46,4426_jpg.rf.001ee636c11a2e2f4238b97d5f6f8414.jpg,300,300,64,81
Mask,63,84,12,15,4426_jpg.rf.001ee636c11a2e2f4238b97d5f6f8414.jpg,300,300,75,99
Mask,105,82,9,10,4426_jpg.rf.001ee636c11a2e2f4238b97d5f6f8414.jpg,300,300,114,92
Mask,153,79,10,10,4426_jpg.rf.001ee636c11a2e2f4238b97d5f6f8414.jpg,300,300,163,89
Mask,170,98,10,13,4426_jpg.rf.001ee636c11a2e2f4238b97d5f6f8414.jpg,300,300,180,111
Mask,191,69,18,35,4426_jpg.rf.001ee636c11a2e2f4238b97d5f6f8414.jpg,300,300,209,104
Mask,275,74,9,11,4426_jpg.rf.001ee636c11a2e2f4238b97d5f6f8414.jpg,300,300,284,85
Mask,76,78,6,11,4426_jpg.rf.001ee636c11a2e2f4238b97d5f6f8414.jpg,300,300,82,89
Mask,132,84,7,9,4426_jpg.rf.001ee636c11a2e2f4238b97d5f6f8414.jpg,300,300,139,93
Mask,84,126,35,61,4427_jpg.rf.07e3d25c7c8f2e3e694fd56403f84c71.jpg,300,300,119,187
None,65,95,21,36,4429_jpg.rf.983b4444ce7339098a76979f6e50c025.jpg,300,300,86,131
None,192,148,15,21,4429_jpg.rf.983b4444ce7339098a76979f6e50c025.jpg,300,300,207,169
None,249,173,10,15,4429_jpg.rf.983b4444ce7339098a76979f6e50c025.jpg,300,300,259,188
None,41,115,21,28,4429_jpg.rf.983b4444ce7339098a76979f6e50c025.jpg,300,300,62,143
None,9,143,8,15,4429_jpg.rf.983b4444ce7339098a76979f6e50c025.jpg,300,300,17,158
None,0,142,8,14,4429_jpg.rf.983b4444ce7339098a76979f6e50c025.jpg,300,300,8,156
Helmet,97,0,94,107,4430_jpg.rf.98911e5cd063bc0f9accd0123f224429.jpg,300,300,191,107
None,184,56,30,61,4430_jpg.rf.98911e5cd063bc0f9accd0123f224429.jpg,300,300,214,117
Mask,132,160,86,65,4431_jpg.rf.adf5ea68fbbbf99c3b98b53de247d3c3.jpg,300,300,218,225
Helmet,126,48,15,20,4432_jpg.rf.34987824bc64bfb8374d3b88b2671eea.jpg,300,300,141,68
Helmet,230,32,17,19,4432_jpg.rf.34987824bc64bfb8374d3b88b2671eea.jpg,300,300,247,51
Helmet,141,108,18,25,4432_jpg.rf.34987824bc64bfb8374d3b88b2671eea.jpg,300,300,159,133
Helmet,114,106,15,21,4432_jpg.rf.34987824bc64bfb8374d3b88b2671eea.jpg,300,300,129,127
None,72,180,12,20,4433_jpg.rf.3de5feb54c676bdb6b7c1ca75b00608d.jpg,300,300,84,200
None,271,165,12,23,4433_jpg.rf.3de5feb54c676bdb6b7c1ca75b00608d.jpg,300,300,283,188
None,167,150,12,21,4433_jpg.rf.3de5feb54c676bdb6b7c1ca75b00608d.jpg,300,300,179,171
None,173,176,10,20,4433_jpg.rf.3de5feb54c676bdb6b7c1ca75b00608d.jpg,300,300,183,196
None,116,163,14,23,4433_jpg.rf.3de5feb54c676bdb6b7c1ca75b00608d.jpg,300,300,130,186
Mask,74,55,11,15,4434_jpg.rf.7e11c495dce1f1f6af1412bc25a24d00.jpg,300,300,85,70
Mask,92,59,12,16,4434_jpg.rf.7e11c495dce1f1f6af1412bc25a24d00.jpg,300,300,104,75
Mask,169,51,12,15,4434_jpg.rf.7e11c495dce1f1f6af1412bc25a24d00.jpg,300,300,181,66
Mask,267,124,10,11,4434_jpg.rf.7e11c495dce1f1f6af1412bc25a24d00.jpg,300,300,277,135
Mask,275,143,20,20,4434_jpg.rf.7e11c495dce1f1f6af1412bc25a24d00.jpg,300,300,295,163
Mask,141,138,21,25,4434_jpg.rf.7e11c495dce1f1f6af1412bc25a24d00.jpg,300,300,162,163
Mask,117,162,16,23,4434_jpg.rf.7e11c495dce1f1f6af1412bc25a24d00.jpg,300,300,133,185
Mask,173,217,23,24,4434_jpg.rf.7e11c495dce1f1f6af1412bc25a24d00.jpg,300,300,196,241
Mask,119,234,20,22,4434_jpg.rf.7e11c495dce1f1f6af1412bc25a24d00.jpg,300,300,139,256
Mask,140,221,20,24,4434_jpg.rf.7e11c495dce1f1f6af1412bc25a24d00.jpg,300,300,160,245
Mask,101,229,19,30,4434_jpg.rf.7e11c495dce1f1f6af1412bc25a24d00.jpg,300,300,120,259
Mask,74,187,20,28,4434_jpg.rf.7e11c495dce1f1f6af1412bc25a24d00.jpg,300,300,94,215
Mask,48,185,20,24,4434_jpg.rf.7e11c495dce1f1f6af1412bc25a24d00.jpg,300,300,68,209
Mask,26,231,23,26,4434_jpg.rf.7e11c495dce1f1f6af1412bc25a24d00.jpg,300,300,49,257
Mask,32,277,32,23,4434_jpg.rf.7e11c495dce1f1f6af1412bc25a24d00.jpg,300,300,64,300
Mask,74,279,23,21,4434_jpg.rf.7e11c495dce1f1f6af1412bc25a24d00.jpg,300,300,97,300
Mask,246,221,21,21,4434_jpg.rf.7e11c495dce1f1f6af1412bc25a24d00.jpg,300,300,267,242
Mask,207,241,20,23,4434_jpg.rf.7e11c495dce1f1f6af1412bc25a24d00.jpg,300,300,227,264
Mask,212,151,19,10,4434_jpg.rf.7e11c495dce1f1f6af1412bc25a24d00.jpg,300,300,231,161
Mask,239,152,16,26,4434_jpg.rf.7e11c495dce1f1f6af1412bc25a24d00.jpg,300,300,255,178
Mask,216,189,16,19,4434_jpg.rf.7e11c495dce1f1f6af1412bc25a24d00.jpg,300,300,232,208
Mask,275,188,18,20,4434_jpg.rf.7e11c495dce1f1f6af1412bc25a24d00.jpg,300,300,293,208
Mask,12,176,22,17,4434_jpg.rf.7e11c495dce1f1f6af1412bc25a24d00.jpg,300,300,34,193
Mask,0,199,11,26,4434_jpg.rf.7e11c495dce1f1f6af1412bc25a24d00.jpg,300,300,11,225
Mask,0,94,15,11,4434_jpg.rf.7e11c495dce1f1f6af1412bc25a24d00.jpg,300,300,15,105
Mask,62,117,18,19,4434_jpg.rf.7e11c495dce1f1f6af1412bc25a24d00.jpg,300,300,80,136
Mask,46,105,15,22,4434_jpg.rf.7e11c495dce1f1f6af1412bc25a24d00.jpg,300,300,61,127
Mask,259,72,12,19,4434_jpg.rf.7e11c495dce1f1f6af1412bc25a24d00.jpg,300,300,271,91
Mask,218,98,17,19,4434_jpg.rf.7e11c495dce1f1f6af1412bc25a24d00.jpg,300,300,235,117
Mask,192,102,16,20,4434_jpg.rf.7e11c495dce1f1f6af1412bc25a24d00.jpg,300,300,208,122
Mask,88,147,20,18,4434_jpg.rf.7e11c495dce1f1f6af1412bc25a24d00.jpg,300,300,108,165
Mask,7,150,7,20,4434_jpg.rf.7e11c495dce1f1f6af1412bc25a24d00.jpg,300,300,14,170
Mask,24,99,16,18,4434_jpg.rf.7e11c495dce1f1f6af1412bc25a24d00.jpg,300,300,40,117
Mask,46,65,10,15,4434_jpg.rf.7e11c495dce1f1f6af1412bc25a24d00.jpg,300,300,56,80
Mask,132,23,15,16,4434_jpg.rf.7e11c495dce1f1f6af1412bc25a24d00.jpg,300,300,147,39
Mask,140,84,13,17,4440_jpg.rf.0bc297b9204bb8923fbae075baff97ae.jpg,300,300,153,101
Mask,89,66,13,14,4440_jpg.rf.0bc297b9204bb8923fbae075baff97ae.jpg,300,300,102,80
Mask,71,41,12,14,4440_jpg.rf.0bc297b9204bb8923fbae075baff97ae.jpg,300,300,83,55
Mask,165,61,8,9,4440_jpg.rf.0bc297b9204bb8923fbae075baff97ae.jpg,300,300,173,70
Mask,193,56,10,11,4440_jpg.rf.0bc297b9204bb8923fbae075baff97ae.jpg,300,300,203,67
Mask,176,99,10,15,4440_jpg.rf.0bc297b9204bb8923fbae075baff97ae.jpg,300,300,186,114
Mask,210,79,16,22,4440_jpg.rf.0bc297b9204bb8923fbae075baff97ae.jpg,300,300,226,101
Mask,245,89,16,17,4440_jpg.rf.0bc297b9204bb8923fbae075baff97ae.jpg,300,300,261,106
Mask,285,96,15,29,4440_jpg.rf.0bc297b9204bb8923fbae075baff97ae.jpg,300,300,300,125
Mask,154,73,13,12,4440_jpg.rf.0bc297b9204bb8923fbae075baff97ae.jpg,300,300,167,85
Helmet,8,46,8,10,4440_jpg.rf.0bc297b9204bb8923fbae075baff97ae.jpg,300,300,16,56
Mask,27,162,21,25,4442_jpg.rf.5a94ee22b6084d8f6952e04ac2389c40.jpg,300,300,48,187
Mask,68,166,14,18,4442_jpg.rf.5a94ee22b6084d8f6952e04ac2389c40.jpg,300,300,82,184
Mask,154,133,21,27,4442_jpg.rf.5a94ee22b6084d8f6952e04ac2389c40.jpg,300,300,175,160
Mask,168,146,26,37,4442_jpg.rf.5a94ee22b6084d8f6952e04ac2389c40.jpg,300,300,194,183
Mask,260,152,18,19,4442_jpg.rf.5a94ee22b6084d8f6952e04ac2389c40.jpg,300,300,278,171
Mask,127,152,17,17,4443_jpg.rf.40f15b5d2fcea22fddd33825c1d0e4ed.jpg,300,300,144,169
Mask,89,99,23,10,4443_jpg.rf.40f15b5d2fcea22fddd33825c1d0e4ed.jpg,300,300,112,109
Mask,113,28,20,10,4443_jpg.rf.40f15b5d2fcea22fddd33825c1d0e4ed.jpg,300,300,133,38
Mask,159,196,23,10,4443_jpg.rf.40f15b5d2fcea22fddd33825c1d0e4ed.jpg,300,300,182,206
Mask,149,232,18,14,4443_jpg.rf.40f15b5d2fcea22fddd33825c1d0e4ed.jpg,300,300,167,246
Mask,85,184,18,14,4443_jpg.rf.40f15b5d2fcea22fddd33825c1d0e4ed.jpg,300,300,103,198
Mask,71,181,20,7,4443_jpg.rf.40f15b5d2fcea22fddd33825c1d0e4ed.jpg,300,300,91,188
Mask,45,271,12,9,4443_jpg.rf.40f15b5d2fcea22fddd33825c1d0e4ed.jpg,300,300,57,280
Mask,41,283,15,13,4443_jpg.rf.40f15b5d2fcea22fddd33825c1d0e4ed.jpg,300,300,56,296
Mask,92,74,23,31,4444_jpg.rf.91bae725acbef59de7426dd729f0d9b9.jpg,300,300,115,105
Mask,223,74,28,28,4444_jpg.rf.91bae725acbef59de7426dd729f0d9b9.jpg,300,300,251,102
Mask,124,219,13,16,4445_jpg.rf.4c76256d706f51107af39afbae595ced.jpg,300,300,137,235
Mask,165,180,16,20,4445_jpg.rf.4c76256d706f51107af39afbae595ced.jpg,300,300,181,200
Mask,279,205,8,11,4445_jpg.rf.4c76256d706f51107af39afbae595ced.jpg,300,300,287,216
None,159,105,10,19,4446_jpg.rf.e9a45f54dfa1f3819588e56026c77090.jpg,300,300,169,124
None,77,113,9,16,4446_jpg.rf.e9a45f54dfa1f3819588e56026c77090.jpg,300,300,86,129
None,29,81,11,23,4446_jpg.rf.e9a45f54dfa1f3819588e56026c77090.jpg,300,300,40,104
None,233,95,11,23,4446_jpg.rf.e9a45f54dfa1f3819588e56026c77090.jpg,300,300,244,118
Helmet,99,145,37,37,4448_jpg.rf.66a7eb73cd13a21d4af19d397763e251.jpg,300,300,136,182
Helmet,149,128,40,30,4448_jpg.rf.66a7eb73cd13a21d4af19d397763e251.jpg,300,300,189,158
Mask,118,252,14,13,4449_jpg.rf.1f0ce11f632c1fe4ad55b044d38ca559.jpg,300,300,132,265
Mask,99,85,20,16,4449_jpg.rf.1f0ce11f632c1fe4ad55b044d38ca559.jpg,300,300,119,101
Mask,89,48,33,16,4449_jpg.rf.1f0ce11f632c1fe4ad55b044d38ca559.jpg,300,300,122,64
None,91,149,38,20,4449_jpg.rf.1f0ce11f632c1fe4ad55b044d38ca559.jpg,300,300,129,169
Mask,92,137,21,40,4451_jpg.rf.d7107d23d157d9f694cf70d2ec86f3a5.jpg,300,300,113,177
Mask,171,187,28,40,4451_jpg.rf.d7107d23d157d9f694cf70d2ec86f3a5.jpg,300,300,199,227
Mask,121,94,45,70,4452_jpg.rf.b22a2b4a42c611b41eac8759a60a8d29.jpg,300,300,166,164
None,184,28,38,102,4454_jpg.rf.de369625a481c8329bef46b53abf3873.jpg,300,300,222,130
Mask,112,72,30,50,4454_jpg.rf.de369625a481c8329bef46b53abf3873.jpg,300,300,142,122
Mask,54,92,24,29,4454_jpg.rf.de369625a481c8329bef46b53abf3873.jpg,300,300,78,121
Mask,35,64,18,31,4454_jpg.rf.de369625a481c8329bef46b53abf3873.jpg,300,300,53,95
Mask,17,69,20,28,4454_jpg.rf.de369625a481c8329bef46b53abf3873.jpg,300,300,37,97
None,74,46,18,61,4454_jpg.rf.de369625a481c8329bef46b53abf3873.jpg,300,300,92,107
Mask,35,278,27,21,4456_jpg.rf.7831c7a07874bb679c8b34ca8aa097d3.jpg,300,300,62,299
Mask,22,233,27,20,4456_jpg.rf.7831c7a07874bb679c8b34ca8aa097d3.jpg,300,300,49,253
Mask,74,273,23,25,4456_jpg.rf.7831c7a07874bb679c8b34ca8aa097d3.jpg,300,300,97,298
Mask,118,229,23,23,4456_jpg.rf.7831c7a07874bb679c8b34ca8aa097d3.jpg,300,300,141,252
Mask,102,231,19,25,4456_jpg.rf.7831c7a07874bb679c8b34ca8aa097d3.jpg,300,300,121,256
Mask,142,219,20,26,4456_jpg.rf.7831c7a07874bb679c8b34ca8aa097d3.jpg,300,300,162,245
Mask,167,216,28,23,4456_jpg.rf.7831c7a07874bb679c8b34ca8aa097d3.jpg,300,300,195,239
Mask,208,239,22,26,4456_jpg.rf.7831c7a07874bb679c8b34ca8aa097d3.jpg,300,300,230,265
Mask,244,221,19,20,4456_jpg.rf.7831c7a07874bb679c8b34ca8aa097d3.jpg,300,300,263,241
Mask,277,186,22,22,4456_jpg.rf.7831c7a07874bb679c8b34ca8aa097d3.jpg,300,300,299,208
Mask,217,192,16,20,4456_jpg.rf.7831c7a07874bb679c8b34ca8aa097d3.jpg,300,300,233,212
Mask,241,154,16,24,4456_jpg.rf.7831c7a07874bb679c8b34ca8aa097d3.jpg,300,300,257,178
Mask,275,141,17,23,4456_jpg.rf.7831c7a07874bb679c8b34ca8aa097d3.jpg,300,300,292,164
Mask,142,138,16,20,4456_jpg.rf.7831c7a07874bb679c8b34ca8aa097d3.jpg,300,300,158,158
Mask,115,162,20,18,4456_jpg.rf.7831c7a07874bb679c8b34ca8aa097d3.jpg,300,300,135,180
Mask,89,147,16,15,4456_jpg.rf.7831c7a07874bb679c8b34ca8aa097d3.jpg,300,300,105,162
Mask,76,186,21,27,4456_jpg.rf.7831c7a07874bb679c8b34ca8aa097d3.jpg,300,300,97,213
Mask,48,188,20,20,4456_jpg.rf.7831c7a07874bb679c8b34ca8aa097d3.jpg,300,300,68,208
Mask,10,175,21,13,4456_jpg.rf.7831c7a07874bb679c8b34ca8aa097d3.jpg,300,300,31,188
Mask,0,198,10,23,4456_jpg.rf.7831c7a07874bb679c8b34ca8aa097d3.jpg,300,300,10,221
Mask,247,118,14,13,4456_jpg.rf.7831c7a07874bb679c8b34ca8aa097d3.jpg,300,300,261,131
Mask,210,149,21,17,4456_jpg.rf.7831c7a07874bb679c8b34ca8aa097d3.jpg,300,300,231,166
Mask,218,99,18,20,4456_jpg.rf.7831c7a07874bb679c8b34ca8aa097d3.jpg,300,300,236,119
Mask,192,105,16,17,4456_jpg.rf.7831c7a07874bb679c8b34ca8aa097d3.jpg,300,300,208,122
Mask,61,116,20,19,4456_jpg.rf.7831c7a07874bb679c8b34ca8aa097d3.jpg,300,300,81,135
Mask,47,123,16,17,4456_jpg.rf.7831c7a07874bb679c8b34ca8aa097d3.jpg,300,300,63,140
Mask,255,73,15,19,4456_jpg.rf.7831c7a07874bb679c8b34ca8aa097d3.jpg,300,300,270,92
Mask,169,52,13,13,4456_jpg.rf.7831c7a07874bb679c8b34ca8aa097d3.jpg,300,300,182,65
Mask,92,60,13,13,4456_jpg.rf.7831c7a07874bb679c8b34ca8aa097d3.jpg,300,300,105,73
Mask,73,54,12,13,4456_jpg.rf.7831c7a07874bb679c8b34ca8aa097d3.jpg,300,300,85,67
Mask,195,155,8,15,4457_jpg.rf.e65928f642444a295db35b5af5075f1e.jpg,300,300,203,170
Mask,72,166,12,15,4457_jpg.rf.e65928f642444a295db35b5af5075f1e.jpg,300,300,84,181
Mask,143,166,8,16,4457_jpg.rf.e65928f642444a295db35b5af5075f1e.jpg,300,300,151,182
Mask,41,173,13,12,4457_jpg.rf.e65928f642444a295db35b5af5075f1e.jpg,300,300,54,185
Mask,30,192,8,11,4457_jpg.rf.e65928f642444a295db35b5af5075f1e.jpg,300,300,38,203
Mask,110,55,92,110,4459_jpg.rf.5eaad9ff04ff9429bbc19567f23b9f26.jpg,300,300,202,165
Mask,251,40,48,59,4459_jpg.rf.5eaad9ff04ff9429bbc19567f23b9f26.jpg,300,300,299,99
Mask,0,70,40,59,4459_jpg.rf.5eaad9ff04ff9429bbc19567f23b9f26.jpg,300,300,40,129
Helmet,87,169,22,45,4463_jpg.rf.58a72ad2175387f16c4b7de74df67d12.jpg,300,300,109,214
Helmet,33,208,14,11,4463_jpg.rf.58a72ad2175387f16c4b7de74df67d12.jpg,300,300,47,219
None,46,186,9,16,4466_jpg.rf.b9d7699dcb11b979e9ff4be45f5243ba.jpg,300,300,55,202
None,117,144,16,10,4467_jpg.rf.107ae4e267cd5af6e162931a086d9f41.jpg,300,300,133,154
Helmet,110,191,10,8,4467_jpg.rf.107ae4e267cd5af6e162931a086d9f41.jpg,300,300,120,199
Helmet,99,35,51,45,4468_jpg.rf.d333b21356af746b6864ee853a85be88.jpg,300,300,150,80
Helmet,226,0,72,58,4468_jpg.rf.d333b21356af746b6864ee853a85be88.jpg,300,300,298,58
Helmet,177,0,59,57,4468_jpg.rf.d333b21356af746b6864ee853a85be88.jpg,300,300,236,57
Mask,43,48,14,16,4470_jpg.rf.a51c9cc0b04bb304f473498ba6fb3e76.jpg,300,300,57,64
Mask,236,56,12,15,4470_jpg.rf.a51c9cc0b04bb304f473498ba6fb3e76.jpg,300,300,248,71
Helmet,235,33,20,23,4470_jpg.rf.a51c9cc0b04bb304f473498ba6fb3e76.jpg,300,300,255,56
None,136,28,17,35,4470_jpg.rf.a51c9cc0b04bb304f473498ba6fb3e76.jpg,300,300,153,63
Mask,24,222,18,20,4471_jpg.rf.711574d495557ff3c908ef7977b44a62.jpg,300,300,42,242
Mask,64,188,23,36,4471_jpg.rf.711574d495557ff3c908ef7977b44a62.jpg,300,300,87,224
Mask,125,209,20,25,4471_jpg.rf.711574d495557ff3c908ef7977b44a62.jpg,300,300,145,234
Mask,166,227,18,26,4471_jpg.rf.711574d495557ff3c908ef7977b44a62.jpg,300,300,184,253
Mask,214,233,23,26,4471_jpg.rf.711574d495557ff3c908ef7977b44a62.jpg,300,300,237,259
Helmet,87,140,23,32,4477_jpg.rf.f7e83ede4da46631dd3f582eaa04a574.jpg,300,300,110,172
None,150,67,15,22,4478_jpg.rf.ce3542febd191bec8249ddb8508168ee.jpg,300,300,165,89
None,274,92,9,15,4478_jpg.rf.ce3542febd191bec8249ddb8508168ee.jpg,300,300,283,107
None,234,85,11,16,4478_jpg.rf.ce3542febd191bec8249ddb8508168ee.jpg,300,300,245,101
None,248,28,10,15,4478_jpg.rf.ce3542febd191bec8249ddb8508168ee.jpg,300,300,258,43
None,192,25,9,16,4478_jpg.rf.ce3542febd191bec8249ddb8508168ee.jpg,300,300,201,41
None,163,17,10,14,4478_jpg.rf.ce3542febd191bec8249ddb8508168ee.jpg,300,300,173,31
None,130,3,10,14,4478_jpg.rf.ce3542febd191bec8249ddb8508168ee.jpg,300,300,140,17
None,147,22,8,11,4478_jpg.rf.ce3542febd191bec8249ddb8508168ee.jpg,300,300,155,33
None,58,30,10,17,4478_jpg.rf.ce3542febd191bec8249ddb8508168ee.jpg,300,300,68,47
None,29,34,12,13,4478_jpg.rf.ce3542febd191bec8249ddb8508168ee.jpg,300,300,41,47
None,0,40,10,13,4478_jpg.rf.ce3542febd191bec8249ddb8508168ee.jpg,300,300,10,53
None,8,78,10,13,4478_jpg.rf.ce3542febd191bec8249ddb8508168ee.jpg,300,300,18,91
None,21,67,7,14,4478_jpg.rf.ce3542febd191bec8249ddb8508168ee.jpg,300,300,28,81
None,44,65,11,16,4478_jpg.rf.ce3542febd191bec8249ddb8508168ee.jpg,300,300,55,81
None,40,51,8,14,4478_jpg.rf.ce3542febd191bec8249ddb8508168ee.jpg,300,300,48,65
None,30,47,9,13,4478_jpg.rf.ce3542febd191bec8249ddb8508168ee.jpg,300,300,39,60
None,86,94,9,15,4478_jpg.rf.ce3542febd191bec8249ddb8508168ee.jpg,300,300,95,109
None,110,98,9,15,4478_jpg.rf.ce3542febd191bec8249ddb8508168ee.jpg,300,300,119,113
None,205,104,11,15,4478_jpg.rf.ce3542febd191bec8249ddb8508168ee.jpg,300,300,216,119
None,191,115,10,18,4478_jpg.rf.ce3542febd191bec8249ddb8508168ee.jpg,300,300,201,133
None,24,185,14,23,4478_jpg.rf.ce3542febd191bec8249ddb8508168ee.jpg,300,300,38,208
None,289,77,10,14,4478_jpg.rf.ce3542febd191bec8249ddb8508168ee.jpg,300,300,299,91
Mask,264,61,10,12,4478_jpg.rf.ce3542febd191bec8249ddb8508168ee.jpg,300,300,274,73
Mask,120,42,8,9,4478_jpg.rf.ce3542febd191bec8249ddb8508168ee.jpg,300,300,128,51
None,216,32,13,20,4478_jpg.rf.ce3542febd191bec8249ddb8508168ee.jpg,300,300,229,52
None,65,79,13,18,4478_jpg.rf.ce3542febd191bec8249ddb8508168ee.jpg,300,300,78,97
None,71,45,8,19,4478_jpg.rf.ce3542febd191bec8249ddb8508168ee.jpg,300,300,79,64
None,19,94,10,16,4478_jpg.rf.ce3542febd191bec8249ddb8508168ee.jpg,300,300,29,110
None,51,92,12,20,4478_jpg.rf.ce3542febd191bec8249ddb8508168ee.jpg,300,300,63,112
Mask,113,26,13,8,4478_jpg.rf.ce3542febd191bec8249ddb8508168ee.jpg,300,300,126,34
Mask,187,68,11,11,4478_jpg.rf.ce3542febd191bec8249ddb8508168ee.jpg,300,300,198,79
None,133,250,12,18,4478_jpg.rf.ce3542febd191bec8249ddb8508168ee.jpg,300,300,145,268
None,31,200,29,60,4487_jpg.rf.fd306f9cbef5d683a88f72bd5854dc89.jpg,300,300,60,260
None,219,213,32,67,4487_jpg.rf.fd306f9cbef5d683a88f72bd5854dc89.jpg,300,300,251,280
Helmet,97,77,28,31,4488_jpg.rf.3006e6bd278d906dac50b5c9334147e9.jpg,300,300,125,108
Helmet,149,74,29,30,4488_jpg.rf.3006e6bd278d906dac50b5c9334147e9.jpg,300,300,178,104
Helmet,200,77,32,30,4488_jpg.rf.3006e6bd278d906dac50b5c9334147e9.jpg,300,300,232,107
Mask,216,69,20,28,4490_jpg.rf.b1f0e91e99f826d819eb75d18710a2aa.jpg,300,300,236,97
Mask,147,97,14,20,4490_jpg.rf.b1f0e91e99f826d819eb75d18710a2aa.jpg,300,300,161,117
Mask,117,115,12,16,4490_jpg.rf.b1f0e91e99f826d819eb75d18710a2aa.jpg,300,300,129,131
Mask,77,126,11,11,4490_jpg.rf.b1f0e91e99f826d819eb75d18710a2aa.jpg,300,300,88,137
Mask,35,140,9,10,4490_jpg.rf.b1f0e91e99f826d819eb75d18710a2aa.jpg,300,300,44,150
Helmet,2,185,16,23,4492_jpg.rf.bbb590194b122047045dc8cd864fd99c.jpg,300,300,18,208
Helmet,81,15,56,80,4492_jpg.rf.bbb590194b122047045dc8cd864fd99c.jpg,300,300,137,95
Helmet,176,142,12,13,4496_jpg.rf.b0cee9c57cbb20a1ab81905b1d516eac.jpg,300,300,188,155
Helmet,133,65,14,18,4496_jpg.rf.b0cee9c57cbb20a1ab81905b1d516eac.jpg,300,300,147,83
None,49,191,29,15,4497_jpg.rf.ea0573421c2ab2897f3e834c87689680.jpg,300,300,78,206
None,40,137,36,14,4497_jpg.rf.ea0573421c2ab2897f3e834c87689680.jpg,300,300,76,151
None,48,76,36,18,4497_jpg.rf.ea0573421c2ab2897f3e834c87689680.jpg,300,300,84,94
Mask,149,165,36,73,4501_jpg.rf.9fc2f6a8365e6ff361c797ccd99b5d00.jpg,300,300,185,238
None,18,232,37,68,4501_jpg.rf.9fc2f6a8365e6ff361c797ccd99b5d00.jpg,300,300,55,300
Mask,159,279,18,21,4501_jpg.rf.9fc2f6a8365e6ff361c797ccd99b5d00.jpg,300,300,177,300
Helmet,146,64,11,13,4504_jpg.rf.a9c4dc717e644b8937cdff97f1ebe106.jpg,300,300,157,77
Helmet,129,67,12,14,4504_jpg.rf.a9c4dc717e644b8937cdff97f1ebe106.jpg,300,300,141,81
Mask,107,113,21,30,4505_jpg.rf.b97a0443549da217e6970cbf5da47a89.jpg,300,300,128,143
Mask,193,190,35,46,4505_jpg.rf.b97a0443549da217e6970cbf5da47a89.jpg,300,300,228,236
Mask,14,116,26,33,4505_jpg.rf.b97a0443549da217e6970cbf5da47a89.jpg,300,300,40,149
Helmet,135,22,36,44,4512_jpg.rf.acb5b61da3e73e2026b8bd5635e78ea4.jpg,300,300,171,66
Helmet,220,152,13,18,4512_jpg.rf.acb5b61da3e73e2026b8bd5635e78ea4.jpg,300,300,233,170
None,175,58,29,28,4515_jpg.rf.8fa3e7fc07aa021e9c2cb7a847f84943.jpg,300,300,204,86
Mask,142,32,20,21,4516_jpg.rf.823b20595e7b0272680082a4639b7b00.jpg,300,300,162,53
None,115,16,12,22,4516_jpg.rf.823b20595e7b0272680082a4639b7b00.jpg,300,300,127,38
None,170,16,14,27,4516_jpg.rf.823b20595e7b0272680082a4639b7b00.jpg,300,300,184,43
Helmet,28,188,31,23,4517_jpg.rf.6e89c8623242eee11704a53d334479ea.jpg,300,300,59,211
Helmet,147,201,35,27,4517_jpg.rf.6e89c8623242eee11704a53d334479ea.jpg,300,300,182,228
Helmet,64,28,64,76,4520_jpg.rf.00999695679fb4b58af23675711715e0.jpg,300,300,128,104
Helmet,212,124,19,16,4522_jpg.rf.cbbe3cb3e867a718f0b37a085a15072a.jpg,300,300,231,140
